IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
16505,2025,Matt Chapman,SFG,32,1,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25,1,2,0,1,13,5,8,0,0,0,0.0,0.25,0.0,0.25,0.25,0.5,0.0,0.333,0.005,0.0,0.33299999999999996,0.667,0.5,0.0,0.0,0.0,0.221,-0.3,0,-0.3,0.2,0.1,0.0,0.1,0.0,$0.1,2.6,43,0.12,-0.07,0.2,-0.03,0.0,1.69,,0,-0.03,0.1,0.6920000000000001,97.8,0.308,84.0,,,,,,,,,,,,,-0.1,-0.2,,,,,,-0.76,-6.01,,,,,,0.16699999999999998,0.7140000000000001,0.462,1.0,0.6,0.667,0.5379999999999999,0.25,0.154,0.0,0.6920000000000001,,,,,,0.308,,,,,,,,97.7,,,,,,83.9,,,,,,,-4.7,,,,,,6.6,,,,,,,10.7,,,,,,0.5,,,,,,,0.0,,,,,,-0.2,,,,,,,-0.46,,,,,,-6.01,,,,,,,0.0,0.667,0.462,,0.667,0.667,0.6920000000000001,16.1,0.2,0.0,,32 - 32,-0.2,0.0,,0.0,0.33299999999999996,0.667,0.33299999999999996,0.667,0.0,0.25,,,,0.6920000000000001,,,,,,0.308,,,,,97.5,,,,,,83.7,,,,,-3.9,,,,,,7.7,,,,,9.4,,,,,,-1.2,,,,,0.0,,,,,,-0.2,,,,,-0.46,,,,,,-6.01,,0.0,0.667,0.462,,0.667,0.667,0.6920000000000001,16.1,,112,0,100,80,66,0,122.0,0.0,73.0,192.0,0.0,0.0,96.0,276.0,184.0,141.0,0.0,77.8,49.1,0,0.0,93.9,0,0.0,3,0.154,0.308,0.068,0.078,0.063,0.0
16578,2025,Yandy Diaz,TBR,33,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,3,0,0,10,5,5,1,0,0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.25,0.0033,0.0,0.25,0.75,0.0,0.0,1.0,0.0,0.221,-0.3,0,-0.3,,0.1,-0.1,-0.2,0.0,($0.2),0.1,44,-0.04,-0.07,0.03,-0.21,-0.02,0.93,,0,-0.03,-0.01,0.7,93.7,0.2,88.0,,,,,0.1,87.0,,,,,,,-0.1,0.1,,,-0.2,,,-1.55,3.84,,,-24.85,,,0.0,1.0,0.5,,1.0,1.0,0.5,,0.0,0.0,0.4,,,,,0.3,0.2,,,,0.1,,,,95.3,,,,,91.6,88.2,,,,86.5,,,-0.3,,,,,8.1,-0.8,,,,6.6,,,9.2,,,,,6.0,4.0,,,,4.3,,,-0.3,,,,,0.2,0.1,,,,-0.2,,,-8.0,,,,,5.81,3.84,,,,-24.85,,,0.0,1.0,0.5,,1.0,1.0,0.5,15.7,-0.1,0.0,,33 - 33,-0.3,0.0,,0.25,0.5,0.25,0.25,0.75,0.0,0.0,0.1,,,0.4,0.2,,,,0.3,,,86.6,,,95.6,88.4,,,,91.8,,,5.7,,,-0.1,-1.7,,,,7.2,,,3.1,,,8.3,3.1,,,,4.7,,,-0.2,,,-0.3,0.1,,,,0.2,,,-24.85,,,-8.0,3.84,,,,5.81,,,0.0,1.0,0.5,,1.0,1.0,0.5,15.7,,109,0,0,82,63,0,95.0,0.0,58.0,186.0,0.0,57.0,151.0,107.0,169.0,163.0,0.0,89.7,8.4,0,0.0,99.2,2,0.5,4,0.0,0.0,0.183,0.335,0.218,0.0
17982,2025,Ty France,MIN,30,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0,2,1,0,9,2,7,0,0,0,0.0,0.25,0.0,0.25,0.25,0.5,0.0,0.333,0.0,0.33299999999999996,0.0,0.667,0.0,0.0,0.0,0.0,0.221,-0.3,0,-0.3,0.1,0.1,-0.1,-0.1,0.0,($0.1),0.1,41,-0.07,-0.14,0.07,-0.16,-0.02,1.83,,0,-0.02,-0.02,0.222,93.0,0.444,86.8,0.222,86.5,0.111,76.0,,,,,,,,,0.5,-0.7,-0.1,0.0,,,,25.23,-18.24,-4.76,3.84,,,,0.6,1.0,0.778,0.667,1.0,0.857,0.444,0.75,0.111,0.0,0.222,,0.222,,,,0.444,0.111,,,,,,,93.1,,86.6,,,,86.7,75.7,,,,,,-1.9,,3.6,,,,6.7,11.5,,,,,,8.4,,0.4,,,,2.0,-5.4,,,,,,0.5,,-0.1,,,,-0.8,0.0,,,,,,25.23,,-4.76,,,,-19.78,3.84,,,,,,0.6,1.0,0.778,0.667,1.0,0.857,0.444,22.6,0.1,0.0,,30 - 30,-0.3,0.0,,0.0,0.667,0.33299999999999996,0.0,0.33299999999999996,0.667,0.25,,,0.111,0.222,,,,,,0.667,,,,75.9,93.3,,,,,,86.9,,,,10.9,-2.0,,,,,,5.6,,,,-6.5,7.4,,,,,,0.3,,,,0.0,0.5,,,,,,-0.9,,,,3.84,25.23,,,,,,-14.78,,0.5,1.0,0.778,0.5,1.0,0.857,0.556,22.6,,109,0,107,82,63,0,126.0,2.0,0.0,166.0,0.0,0.0,201.0,143.0,0.0,72.0,170.0,103.5,18.8,1,0.33299999999999996,107.5,3,1.0,3,0.0,0.111,0.509,1.054,0.659,0.0
18577,2025,Ke'Bryan Hayes,PIT,28,2,8,8,2,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0.25,1,5,1,3,29,8,21,1,0,0,0.0,0.125,0.0,0.25,0.25,0.5,0.0,0.286,0.002,0.14300000000000002,0.14300000000000002,0.7140000000000001,0.6,0.0,1.0,0.0,0.221,-0.5,0,-0.6,0.0,0.2,0.0,0.1,0.0,$0.1,7.5,39,-0.03,-0.1,0.07,-0.76,-0.08,0.95,,0,-0.09,0.06,0.586,94.7,0.345,83.5,,,0.034,86.0,0.034,89.0,,,,,,,-0.7,0.2,,-0.1,0.0,,,-4.22,1.71,,-5.17,-4.34,,,0.467,0.5710000000000001,0.517,0.7140000000000001,1.0,0.867,0.483,0.875,0.069,0.4,0.379,,,,,0.207,0.345,0.034,,,0.034,,,,93.9,,,,,95.6,83.4,86.4,,,89.4,,,-6.2,,,,,-11.8,7.4,0.7,,,-13.0,,,10.3,,,,,3.7,-0.8,-0.2,,,2.4,,,-0.1,,,,,-0.6,0.2,-0.1,,,0.0,,,-0.72,,,,,-9.72,1.71,-5.17,,,-4.34,,,0.5,0.529,0.517,0.667,1.0,0.867,0.586,19.3,0.0,0.4,,28 - 28,-0.2,0.0,,0.429,0.14300000000000002,0.429,0.5710000000000001,0.28600000000000003,0.14300000000000002,0.125,0.034,,0.034,0.379,,,,,0.207,0.345,,89.5,,86.4,94.0,,,,,95.7,83.5,,-12.1,,1.9,-5.3,,,,,-11.2,8.5,,0.3,,-2.1,9.1,,,,,2.4,-2.4,,0.0,,-0.1,-0.1,,,,,-0.6,0.2,,-4.34,,-5.17,-0.72,,,,,-9.72,1.71,,0.5,0.529,0.517,0.667,1.0,0.867,0.586,19.3,,112,0,50,80,66,0,105.0,0.73,31.0,206.0,0.0,104.0,41.0,178.0,316.0,60.0,41.0,92.8,42.1,1,0.14300000000000002,103.3,3,0.429,7,0.207,0.276,0.259,0.551,0.341,0.0
18882,2025,Brandon Lowe,TBR,30,1,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25,2,0,1,0,10,2,8,1,0,0,0.0,0.25,0.0,0.25,0.25,0.5,0.0,0.333,0.02,0.33299999999999996,0.667,0.0,0.0,0.0,0.5,0.0,0.221,-0.3,0,-0.3,,0.1,0.0,-0.1,0.0,($0.1),2.6,44,-0.04,-0.1,0.07,-0.35,-0.04,1.19,,0,-0.04,0.01,0.3,94.3,,,,,0.4,84.3,0.3,90.3,,,,,,,0.4,,,-0.5,-0.2,,,14.48,,,-12.21,-7.61,,,0.6,0.6,0.6,0.667,0.33299999999999996,0.5,0.5,1.0,0.3,0.0,0.2,,,,,0.1,0.3,,0.1,,0.3,,,,95.8,,,,,91.1,84.1,,84.6,,90.4,,,-3.2,,,,,7.2,-5.1,,-1.1,,-9.5,,,9.9,,,,,6.3,-1.2,,-2.5,,1.0,,,0.5,,,,,0.0,-0.3,,-0.2,,-0.2,,,23.89,,,,,-4.34,-9.94,,-15.31,,-7.61,,,0.5,0.667,0.6,0.5,0.5,0.5,0.6,15.0,0.0,0.0,,30 - 30,-0.3,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.3,,0.1,0.2,,,,,0.1,0.3,,90.6,,84.7,96.0,,,,,91.2,84.2,,-9.1,,-2.1,-3.1,,,,,6.6,-6.3,,-0.2,,-4.0,9.0,,,,,5.3,-2.7,,-0.2,,-0.2,0.5,,,,,0.0,-0.3,,-7.61,,-15.31,23.89,,,,,-4.34,-9.94,,0.5,0.667,0.6,0.5,0.5,0.5,0.6,15.0,,109,0,107,82,63,0,126.0,2.0,155.0,0.0,,230.0,0.0,0.0,0.0,0.0,255.0,104.6,2.6,0,0.0,109.5,3,1.0,3,0.2,0.5,0.434,0.511,0.41,0.0
19566,2025,Nathaniel Lowe,WSN,29,1,4,4,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.25,0,1,0,0,17,4,13,0,0,0,0.0,0.75,0.0,0.25,0.25,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.221,-0.3,0,-0.3,0.0,0.1,-0.1,-0.2,0.0,($0.2),0.1,42,0.05,-0.1,0.15,0.1,0.01,1.7,,0,-0.02,0.05,0.47100000000000003,97.9,0.17600000000000002,87.7,0.235,92.0,0.11800000000000001,81.5,,,,,,,,,-0.4,0.5,-0.3,-0.1,,,,-4.87,17.04,-6.97,-2.65,,,,0.28600000000000003,0.6,0.47100000000000003,0.5,0.833,0.75,0.588,0.5,0.11800000000000001,0.0,0.17600000000000002,,0.294,,,0.294,0.11800000000000001,0.11800000000000001,,,,,,,96.6,,91.9,,,98.3,85.7,81.4,,,,,,-7.7,,-0.6,,,5.0,10.0,6.6,,,,,,8.5,,5.5,,,8.2,2.3,-7.4,,,,,,-0.1,,-0.3,,,-0.2,0.5,-0.2,,,,,,-4.71,,-5.4,,,-4.96,25.12,-8.87,,,,,,0.16699999999999998,0.636,0.47100000000000003,0.0,0.857,0.75,0.647,15.5,0.0,0.0,,29 - 29,-0.3,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.75,,,0.11800000000000001,0.17600000000000002,0.294,,,,0.294,0.11800000000000001,,,,81.4,96.6,91.9,,,,98.4,85.7,,,,7.6,-7.0,-0.1,,,,4.9,10.9,,,,-9.8,7.1,4.2,,,,6.6,0.6,,,,-0.2,-0.1,-0.3,,,,-0.2,0.5,,,,-8.87,-4.71,-5.4,,,,-4.96,25.12,,0.33299999999999996,0.545,0.47100000000000003,0.5,0.833,0.75,0.647,15.5,,112,0,299,80,66,0,366.0,0.0,0.0,288.0,0.0,0.0,0.0,414.0,553.0,0.0,0.0,71.7,51.3,0,0.0,71.7,0,0.0,1,0.294,0.41200000000000003,0.036,0.046,0.035,0.0
20538,2025,Jose Miranda,MIN,27,1,4,4,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.25,2,0,0,0,14,3,11,0,0,0,0.0,0.5,0.0,0.25,0.25,0.5,0.0,0.5,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.221,-0.3,0,-0.3,0.3,0.1,0.0,0.1,0.0,$0.1,2.6,41,-0.19,-0.2,0.02,-1.28,-0.13,1.92,,0,-0.04,-0.06,0.5,93.7,0.14300000000000002,84.5,0.214,92.3,0.071,79.0,0.071,86.0,,,,,,,-0.5,0.0,-0.2,0.5,0.0,,,-7.77,-1.23,-6.83,45.9,4.29,,,0.5,0.5,0.5,0.25,1.0,0.5710000000000001,0.429,1.0,0.214,0.0,0.14300000000000002,,,,,0.35700000000000004,0.35700000000000004,0.071,,,0.071,,,,94.9,,,,,92.8,89.0,78.6,,,86.1,,,0.5,,,,,4.0,5.1,6.6,,,10.2,,,8.7,,,,,3.4,1.1,-9.0,,,2.0,,,0.0,,,,,-0.5,-0.2,0.5,,,0.0,,,0.11,,,,,-10.92,-4.59,45.9,,,4.29,,,0.5710000000000001,0.429,0.5,0.25,1.0,0.5710000000000001,0.5,19.6,0.3,0.0,,27 - 27,-0.3,0.0,,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.071,,0.071,0.071,,,,,0.429,0.35700000000000004,,86.3,,78.8,99.7,,,,,92.6,89.1,,9.3,,6.1,0.5,,,,,2.6,4.8,,0.3,,-10.7,9.9,,,,,2.7,-0.5,,0.0,,0.5,0.0,,,,,-0.5,-0.2,,4.29,,45.9,-4.34,,,,,-8.34,-4.59,,0.5710000000000001,0.429,0.5,0.25,1.0,0.5710000000000001,0.5,19.6,,109,0,214,82,63,0,189.0,0.0,232.0,0.0,,230.0,0.0,0.0,0.0,109.0,127.0,95.7,-6.0,0,0.0,99.8,1,0.5,2,0.28600000000000003,0.5,0.103,0.109,0.093,0.0
21865,2025,Bo Naylor,CLE,25,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,1,2,0,0,11,3,8,0,0,0,0.0,0.25,0.0,0.25,0.25,0.5,0.0,0.333,0.005,0.0,0.33299999999999996,0.667,0.0,0.0,0.0,0.0,0.221,-0.3,0,-0.3,0.0,0.1,0.1,-0.1,0.0,($0.1),0.1,41,0.0,-0.05,0.06,0.01,0.0,0.91,,0,-0.04,0.04,0.545,94.2,0.273,84.3,,,,,0.182,86.0,,,,,,,-0.8,0.4,,,0.1,,,-13.52,14.87,,,4.16,,,0.4,0.5,0.455,0.5,1.0,0.8,0.545,0.75,0.091,0.0,0.455,,,,,0.091,0.273,,,,0.182,,,,94.2,,,,,95.2,84.3,,,,85.6,,,-0.6,,,,,9.4,-0.2,,,,-8.0,,,10.5,,,,,2.8,-1.4,,,,3.6,,,-0.8,,,,,-0.1,0.4,,,,0.1,,,-15.19,,,,,-5.17,14.87,,,,4.16,,,0.4,0.5,0.455,0.5,1.0,0.8,0.545,18.0,0.0,0.0,,25 - 25,-0.3,0.0,,1.0,0.0,0.0,0.0,0.667,0.33299999999999996,0.25,0.182,,0.182,0.455,,,,,0.091,0.091,,85.8,,83.3,94.3,,,,,95.3,86.9,,-7.6,,-2.0,-0.1,,,,,9.0,3.7,,2.5,,-4.8,9.1,,,,,1.4,0.9,,0.1,,0.5,-0.8,,,,,-0.1,-0.1,,4.16,,25.54,-15.19,,,,,-5.17,-6.46,,0.4,0.5,0.455,1.0,0.667,0.8,0.545,18.0,,109,0,107,82,63,0,126.0,0.0,77.0,166.0,0.0,230.0,0.0,0.0,0.0,145.0,85.0,90.6,29.1,0,0.0,91.6,0,0.0,3,0.273,0.364,0.062,0.087,0.064,0.0
23296,2025,Jacob Amaya,CHW,26,1,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25,1,1,1,0,18,8,10,0,0,0,0.0,0.25,0.0,0.25,0.25,0.5,0.0,0.333,0.01,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.0,0.221,-0.3,0,-0.3,0.4,0.1,0.0,0.3,0.0,$0.2,2.6,39,0.02,-0.01,0.03,-0.04,0.0,0.34,,0,-0.02,0.09,0.667,87.0,0.111,88.5,0.16699999999999998,90.0,,,0.055999999999999994,84.0,,,,,,,-0.4,0.4,-0.3,,0.0,,,-3.69,22.34,-10.61,,4.56,,,0.2,0.375,0.278,0.0,1.0,0.6,0.444,0.5,0.111,0.0,0.5,,0.16699999999999998,,,0.16699999999999998,0.111,,,,0.055999999999999994,,,,84.3,,90.0,,,94.7,88.6,,,,84.3,,,3.4,,2.6,,,-3.8,1.3,,,,10.4,,,9.7,,2.9,,,2.5,4.5,,,,4.1,,,-0.6,,-0.3,,,0.1,0.4,,,,0.0,,,-6.14,,-10.61,,,3.63,22.34,,,,4.56,,,0.0,0.5,0.278,,0.6,0.6,0.556,13.6,0.4,0.0,,26 - 26,-0.3,0.0,,0.33299999999999996,0.0,0.667,0.0,0.33299999999999996,0.667,0.25,0.055999999999999994,,,0.5,0.16699999999999998,,,,0.16699999999999998,0.111,,84.7,,,84.8,90.4,,,,95.1,89.1,,8.3,,,1.6,2.0,,,,-4.6,-0.7,,2.6,,,8.4,1.7,,,,1.5,3.5,,0.0,,,-0.6,-0.3,,,,0.1,0.4,,4.56,,,-6.14,-10.61,,,,3.63,22.34,,0.0,0.5,0.278,,0.6,0.6,0.556,13.6,,109,0,107,82,63,0,126.0,2.0,77.0,83.0,0.0,77.0,0.0,285.0,0.0,72.0,170.0,92.6,16.9,0,0.0,97.4,1,0.33299999999999996,3,0.278,0.389,0.253,0.288,0.235,0.0
24618,2025,Ryan Jeffers,MIN,28,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0,2,1,0,18,6,12,0,0,0,0.0,0.25,0.0,0.25,0.25,0.5,0.0,0.333,0.0,0.33299999999999996,0.0,0.667,0.0,0.0,0.0,0.0,0.221,-0.3,0,-0.3,0.0,0.1,0.1,-0.1,0.0,($0.1),0.1,41,-0.08,-0.13,0.05,-0.47,-0.05,1.68,,0,-0.04,0.0,0.444,91.9,0.33299999999999996,83.8,0.055999999999999994,87.0,0.16699999999999998,78.7,,,,,,,,,0.2,-0.3,0.0,-0.2,,,,2.47,-4.65,-4.34,-6.05,,,,0.3,0.625,0.444,1.0,0.8,0.875,0.444,1.0,0.055999999999999994,-0.1,0.16699999999999998,,0.111,,,0.222,0.33299999999999996,0.16699999999999998,,,,,,,94.9,,88.7,,,90.1,83.9,78.8,,,,,,-1.7,,2.0,,,-5.6,9.4,8.2,,,,,,10.4,,4.1,,,4.9,0.6,-6.5,,,,,,0.5,,0.0,,,-0.3,-0.3,-0.2,,,,,,15.59,,0.11,,,-7.9,-4.65,-6.05,,,,,,0.222,0.667,0.444,1.0,0.833,0.875,0.5,23.1,0.1,0.0,,28 - 28,-0.3,0.0,,0.33299999999999996,0.0,0.667,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.25,,,0.16699999999999998,0.16699999999999998,0.055999999999999994,,,,0.222,0.389,,,,79.0,95.2,90.7,,,,90.3,84.5,,,,8.0,-1.4,-0.1,,,,-5.9,8.6,,,,-8.3,9.3,6.5,,,,3.8,-0.6,,,,-0.2,0.5,0.0,,,,-0.3,-0.3,,,,-6.05,15.59,4.56,,,,-7.9,-4.6,,0.25,0.6,0.444,1.0,0.833,0.875,0.556,23.1,,109,0,107,82,63,0,126.0,2.0,0.0,166.0,0.0,77.0,0.0,285.0,225.0,72.0,85.0,89.6,36.4,0,0.0,102.2,1,0.33299999999999996,3,0.222,0.278,0.189,0.217,0.177,0.0
27478,2025,Patrick Bailey,SFG,26,1,4,4,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0.25,1,1,0,0,15,5,10,0,0,0,0.0,0.5,0.0,0.25,0.25,0.5,0.0,0.5,0.01,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.221,-0.3,0,-0.3,0.0,0.1,0.1,0.0,0.0,$0.0,2.6,43,0.27,-0.06,0.33,0.58,0.06,2.04,,0,-0.02,0.16,0.667,96.9,0.2,87.0,,,0.067,84.0,0.067,85.0,,,,,,,0.1,-0.3,,-0.2,0.0,,,1.02,-9.05,,-15.31,3.84,,,0.16699999999999998,0.778,0.5329999999999999,0.0,0.5710000000000001,0.5,0.6,0.5,0.267,0.0,0.667,,,,,,0.2,0.067,,,0.067,,,,97.0,,,,,,86.9,83.9,,,85.4,,,-4.7,,,,,,3.1,6.2,,,-9.8,,,10.4,,,,,,1.8,0.5,,,3.8,,,0.1,,,,,,-0.3,-0.2,,,0.0,,,1.02,,,,,,-9.05,-15.31,,,3.84,,,0.0,0.8,0.5329999999999999,,0.5,0.5,0.667,18.2,0.1,0.0,,26 - 26,-0.3,0.0,,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.067,,,0.667,,,,,,0.267,,85.1,,,96.8,,,,,,85.9,,-8.8,,,-4.2,,,,,,4.7,,1.9,,,9.0,,,,,,0.1,,0.0,,,0.1,,,,,,-0.4,,3.84,,,1.02,,,,,,-10.62,,0.0,0.8,0.5329999999999999,,0.5,0.5,0.667,18.2,,112,0,199,80,66,0,183.0,0.0,109.0,144.0,0.0,0.0,144.0,207.0,0.0,0.0,289.0,92.6,16.0,0,0.0,97.7,1,0.5,2,0.133,0.4,0.217,0.375,0.254,0.0
27615,2025,Alec Burleson,STL,26,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,2,1,1,0,10,2,8,0,0,0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.25,0.02,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.221,-0.3,0,-0.3,,0.1,-0.1,-0.2,0.0,($0.2),0.1,43,-0.05,-0.07,0.02,-1.27,-0.13,0.62,,0,-0.08,0.0,0.3,97.3,0.1,84.0,,,0.1,87.0,0.5,90.2,,,,,,,0.5,-0.8,,-0.2,-0.3,,,16.66,-75.69,,-19.41,-6.05,,,0.5,0.833,0.7,0.5,1.0,0.857,0.6,1.0,0.1,0.0,0.3,,,,,,0.1,0.1,,,0.5,,,,97.4,,,,,,84.3,86.5,,,90.2,,,-3.0,,,,,,4.7,1.9,,,-9.5,,,9.1,,,,,,0.6,-7.4,,,0.8,,,0.5,,,,,,-0.8,-0.2,,,-0.3,,,16.66,,,,,,-75.69,-19.41,,,-6.05,,,0.5,0.833,0.7,0.5,1.0,0.857,0.6,21.0,-0.1,0.0,,26 - 26,-0.3,0.0,,0.25,0.25,0.5,0.0,0.5,0.5,0.0,0.5,,0.1,0.3,,,,,,0.1,,90.3,,86.7,97.6,,,,,,84.5,,-9.7,,1.4,-3.2,,,,,,4.7,,-0.7,,-8.7,8.3,,,,,,-0.6,,-0.3,,-0.2,0.5,,,,,,-0.8,,-6.05,,-19.41,16.66,,,,,,-75.69,,0.5,0.833,0.7,0.5,1.0,0.857,0.6,21.0,,112,0,0,80,66,0,92.0,1.28,109.0,72.0,0.0,61.0,72.0,207.0,0.0,106.0,145.0,96.8,12.8,0,0.0,110.4,2,0.5,4,0.1,0.2,0.489,0.572,0.465,0.0
